Date,Category,Amount
2025-04-11,food & Dining,325.94
2025-04-11,Travel & Transportation,114.87
2025-04-11,Bills & Utilities,500.16
2025-04-11,Entertainment,0.0
2025-04-11,shopping,0.0
2025-04-11,health & Medical,0.0
2025-04-11,Education,0.0
2025-04-12,food & Dining,258.67
2025-04-12,Travel & Transportation,92.92
2025-04-12,Bills & Utilities,459.31
2025-04-12,Entertainment,0.0
2025-04-12,shopping,0.0
2025-04-12,health & Medical,0.0
2025-04-12,Education,0.0
2025-04-13,food & Dining,333.6
2025-04-13,Travel & Transportation,111.53
2025-04-13,Bills & Utilities,400.56
2025-04-13,Entertainment,0.0
2025-04-13,shopping,239.75
2025-04-13,health & Medical,0.0
2025-04-13,Education,318.03
2025-04-14,food & Dining,301.33
2025-04-14,Travel & Transportation,119.37
2025-04-14,Bills & Utilities,501.94
2025-04-14,Entertainment,0.0
2025-04-14,shopping,0.0
2025-04-14,health & Medical,0.0
2025-04-14,Education,0.0
2025-04-15,food & Dining,215.47
2025-04-15,Travel & Transportation,70.65
2025-04-15,Bills & Utilities,775.52
2025-04-15,Entertainment,0.0
2025-04-15,shopping,0.0
2025-04-15,health & Medical,0.0
2025-04-15,Education,0.0
2025-04-16,food & Dining,273.97
2025-04-16,Travel & Transportation,114.59
2025-04-16,Bills & Utilities,305.06
2025-04-16,Entertainment,0.0
2025-04-16,shopping,259.13
2025-04-16,health & Medical,0.0
2025-04-16,Education,0.0
2025-04-17,food & Dining,263.05
2025-04-17,Travel & Transportation,119.57
2025-04-17,Bills & Utilities,642.73
2025-04-17,Entertainment,0.0
2025-04-17,shopping,88.89
2025-04-17,health & Medical,0.0
2025-04-17,Education,0.0
2025-04-18,food & Dining,320.74
2025-04-18,Travel & Transportation,139.61
2025-04-18,Bills & Utilities,412.56
2025-04-18,Entertainment,0.0
2025-04-18,shopping,0.0
2025-04-18,health & Medical,0.0
2025-04-18,Education,249.3
2025-04-19,food & Dining,296.87
2025-04-19,Travel & Transportation,107.24
2025-04-19,Bills & Utilities,508.45
2025-04-19,Entertainment,0.0
2025-04-19,shopping,280.53
2025-04-19,health & Medical,0.0
2025-04-19,Education,0.0
2025-04-20,food & Dining,307.27
2025-04-20,Travel & Transportation,117.64
2025-04-20,Bills & Utilities,561.97
2025-04-20,Entertainment,0.0
2025-04-20,shopping,0.0
2025-04-20,health & Medical,0.0
2025-04-20,Education,0.0
2025-04-21,food & Dining,334.28
2025-04-21,Travel & Transportation,95.75
2025-04-21,Bills & Utilities,616.64
2025-04-21,Entertainment,0.0
2025-04-21,shopping,135.01
2025-04-21,health & Medical,0.0
2025-04-21,Education,0.0
2025-04-22,food & Dining,236.08
2025-04-22,Travel & Transportation,115.93
2025-04-22,Bills & Utilities,514.89
2025-04-22,Entertainment,0.0
2025-04-22,shopping,0.0
2025-04-22,health & Medical,0.0
2025-04-22,Education,0.0
2025-04-23,food & Dining,276.21
2025-04-23,Travel & Transportation,75.22
2025-04-23,Bills & Utilities,431.3
2025-04-23,Entertainment,0.0
2025-04-23,shopping,0.0
2025-04-23,health & Medical,0.0
2025-04-23,Education,0.0
2025-04-24,food & Dining,307.55
2025-04-24,Travel & Transportation,192.31
2025-04-24,Bills & Utilities,636.01
2025-04-24,Entertainment,0.0
2025-04-24,shopping,0.0
2025-04-24,health & Medical,0.0
2025-04-24,Education,271.61
2025-04-25,food & Dining,265.93
2025-04-25,Travel & Transportation,129.03
2025-04-25,Bills & Utilities,599.38
2025-04-25,Entertainment,246.17
2025-04-25,shopping,0.0
2025-04-25,health & Medical,0.0
2025-04-25,Education,0.0
2025-04-26,food & Dining,325.0
2025-04-26,Travel & Transportation,76.85
2025-04-26,Bills & Utilities,660.95
2025-04-26,Entertainment,0.0
2025-04-26,shopping,250.88
2025-04-26,health & Medical,0.0
2025-04-26,Education,0.0
2025-04-27,food & Dining,246.79
2025-04-27,Travel & Transportation,99.7
2025-04-27,Bills & Utilities,331.15
2025-04-27,Entertainment,71.6
2025-04-27,shopping,0.0
2025-04-27,health & Medical,0.0
2025-04-27,Education,0.0
2025-04-28,food & Dining,277.75
2025-04-28,Travel & Transportation,85.1
2025-04-28,Bills & Utilities,384.65
2025-04-28,Entertainment,0.0
2025-04-28,shopping,134.12
2025-04-28,health & Medical,0.0
2025-04-28,Education,316.26
2025-04-29,food & Dining,236.4
2025-04-29,Travel & Transportation,106.34
2025-04-29,Bills & Utilities,606.27
2025-04-29,Entertainment,0.0
2025-04-29,shopping,271.24
2025-04-29,health & Medical,114.64
2025-04-29,Education,0.0
2025-04-30,food & Dining,255.05
2025-04-30,Travel & Transportation,117.62
2025-04-30,Bills & Utilities,641.42
2025-04-30,Entertainment,181.32
2025-04-30,shopping,0.0
2025-04-30,health & Medical,0.0
2025-04-30,Education,0.0
2025-05-01,food & Dining,354.83
2025-05-01,Travel & Transportation,34.26
2025-05-01,Bills & Utilities,653.45
2025-05-01,Entertainment,228.57
2025-05-01,shopping,170.61
2025-05-01,health & Medical,0.0
2025-05-01,Education,0.0
2025-05-02,food & Dining,300.04
2025-05-02,Travel & Transportation,129.48
2025-05-02,Bills & Utilities,359.99
2025-05-02,Entertainment,0.0
2025-05-02,shopping,0.0
2025-05-02,health & Medical,0.0
2025-05-02,Education,0.0
2025-05-03,food & Dining,280.72
2025-05-03,Travel & Transportation,113.04
2025-05-03,Bills & Utilities,524.02
2025-05-03,Entertainment,237.72
2025-05-03,shopping,0.0
2025-05-03,health & Medical,126.79
2025-05-03,Education,0.0
2025-05-04,food & Dining,296.51
2025-05-04,Travel & Transportation,90.44
2025-05-04,Bills & Utilities,397.02
2025-05-04,Entertainment,141.37
2025-05-04,shopping,224.72
2025-05-04,health & Medical,0.0
2025-05-04,Education,0.0
2025-05-05,food & Dining,285.28
2025-05-05,Travel & Transportation,143.58
2025-05-05,Bills & Utilities,652.87
2025-05-05,Entertainment,0.0
2025-05-05,shopping,0.0
2025-05-05,health & Medical,0.0
2025-05-05,Education,0.0
2025-05-06,food & Dining,357.04
2025-05-06,Travel & Transportation,64.06
2025-05-06,Bills & Utilities,588.71
2025-05-06,Entertainment,170.07
2025-05-06,shopping,0.0
2025-05-06,health & Medical,0.0
2025-05-06,Education,0.0
2025-05-07,food & Dining,195.03
2025-05-07,Travel & Transportation,120.5
2025-05-07,Bills & Utilities,488.52
2025-05-07,Entertainment,0.0
2025-05-07,shopping,0.0
2025-05-07,health & Medical,0.0
2025-05-07,Education,0.0
2025-05-08,food & Dining,326.08
2025-05-08,Travel & Transportation,46.13
2025-05-08,Bills & Utilities,466.99
2025-05-08,Entertainment,0.0
2025-05-08,shopping,98.06
2025-05-08,health & Medical,0.0
2025-05-08,Education,242.92
2025-05-09,food & Dining,379.92
2025-05-09,Travel & Transportation,122.01
2025-05-09,Bills & Utilities,500.88
2025-05-09,Entertainment,0.0
2025-05-09,shopping,262.99
2025-05-09,health & Medical,0.0
2025-05-09,Education,0.0
2025-05-10,food & Dining,296.87
2025-05-10,Travel & Transportation,98.26
2025-05-10,Bills & Utilities,426.49
2025-05-10,Entertainment,0.0
2025-05-10,shopping,0.0
2025-05-10,health & Medical,0.0
2025-05-10,Education,0.0
2025-05-11,food & Dining,238.19
2025-05-11,Travel & Transportation,137.63
2025-05-11,Bills & Utilities,573.1
2025-05-11,Entertainment,187.69
2025-05-11,shopping,0.0
2025-05-11,health & Medical,0.0
2025-05-11,Education,0.0
2025-05-12,food & Dining,219.33
2025-05-12,Travel & Transportation,148.72
2025-05-12,Bills & Utilities,538.32
2025-05-12,Entertainment,0.0
2025-05-12,shopping,0.0
2025-05-12,health & Medical,133.12
2025-05-12,Education,0.0
2025-05-13,food & Dining,196.28
2025-05-13,Travel & Transportation,99.34
2025-05-13,Bills & Utilities,612.19
2025-05-13,Entertainment,0.0
2025-05-13,shopping,182.27
2025-05-13,health & Medical,0.0
2025-05-13,Education,0.0
2025-05-14,food & Dining,337.03
2025-05-14,Travel & Transportation,121.28
2025-05-14,Bills & Utilities,501.95
2025-05-14,Entertainment,140.3
2025-05-14,shopping,0.0
2025-05-14,health & Medical,0.0
2025-05-14,Education,182.95
2025-05-15,food & Dining,301.57
2025-05-15,Travel & Transportation,148.23
2025-05-15,Bills & Utilities,497.94
2025-05-15,Entertainment,0.0
2025-05-15,shopping,0.0
2025-05-15,health & Medical,34.97
2025-05-15,Education,0.0
2025-05-16,food & Dining,344.48
2025-05-16,Travel & Transportation,106.03
2025-05-16,Bills & Utilities,510.08
2025-05-16,Entertainment,152.89
2025-05-16,shopping,0.0
2025-05-16,health & Medical,0.0
2025-05-16,Education,0.0
2025-05-17,food & Dining,347.81
2025-05-17,Travel & Transportation,169.74
2025-05-17,Bills & Utilities,498.3
2025-05-17,Entertainment,0.0
2025-05-17,shopping,296.37
2025-05-17,health & Medical,0.0
2025-05-17,Education,0.0
2025-05-18,food & Dining,286.15
2025-05-18,Travel & Transportation,58.24
2025-05-18,Bills & Utilities,670.41
2025-05-18,Entertainment,0.0
2025-05-18,shopping,172.33
2025-05-18,health & Medical,69.33
2025-05-18,Education,0.0
2025-05-19,food & Dining,351.44
2025-05-19,Travel & Transportation,115.05
2025-05-19,Bills & Utilities,524.83
2025-05-19,Entertainment,155.47
2025-05-19,shopping,0.0
2025-05-19,health & Medical,0.0
2025-05-19,Education,0.0
2025-05-20,food & Dining,250.24
2025-05-20,Travel & Transportation,98.8
2025-05-20,Bills & Utilities,359.58
2025-05-20,Entertainment,0.0
2025-05-20,shopping,241.55
2025-05-20,health & Medical,0.0
2025-05-20,Education,0.0
2025-05-21,food & Dining,287.12
2025-05-21,Travel & Transportation,97.91
2025-05-21,Bills & Utilities,568.92
2025-05-21,Entertainment,0.0
2025-05-21,shopping,0.0
2025-05-21,health & Medical,0.0
2025-05-21,Education,279.43
2025-05-22,food & Dining,333.34
2025-05-22,Travel & Transportation,113.08
2025-05-22,Bills & Utilities,584.38
2025-05-22,Entertainment,0.0
2025-05-22,shopping,0.0
2025-05-22,health & Medical,119.18
2025-05-22,Education,0.0
2025-05-23,food & Dining,265.38
2025-05-23,Travel & Transportation,80.23
2025-05-23,Bills & Utilities,442.59
2025-05-23,Entertainment,0.0
2025-05-23,shopping,166.01
2025-05-23,health & Medical,0.0
2025-05-23,Education,0.0
2025-05-24,food & Dining,241.17
2025-05-24,Travel & Transportation,168.27
2025-05-24,Bills & Utilities,414.78
2025-05-24,Entertainment,186.27
2025-05-24,shopping,0.0
2025-05-24,health & Medical,0.0
2025-05-24,Education,0.0
2025-05-25,food & Dining,290.79
2025-05-25,Travel & Transportation,66.09
2025-05-25,Bills & Utilities,527.3
2025-05-25,Entertainment,0.0
2025-05-25,shopping,0.0
2025-05-25,health & Medical,0.0
2025-05-25,Education,0.0
2025-05-26,food & Dining,272.32
2025-05-26,Travel & Transportation,87.56
2025-05-26,Bills & Utilities,400.48
2025-05-26,Entertainment,0.0
2025-05-26,shopping,0.0
2025-05-26,health & Medical,0.0
2025-05-26,Education,0.0
2025-05-27,food & Dining,310.93
2025-05-27,Travel & Transportation,86.61
2025-05-27,Bills & Utilities,479.94
2025-05-27,Entertainment,0.0
2025-05-27,shopping,279.34
2025-05-27,health & Medical,0.0
2025-05-27,Education,0.0
2025-05-28,food & Dining,268.91
2025-05-28,Travel & Transportation,80.94
2025-05-28,Bills & Utilities,495.87
2025-05-28,Entertainment,0.0
2025-05-28,shopping,0.0
2025-05-28,health & Medical,0.0
2025-05-28,Education,0.0
2025-05-29,food & Dining,283.46
2025-05-29,Travel & Transportation,84.7
2025-05-29,Bills & Utilities,514.95
2025-05-29,Entertainment,0.0
2025-05-29,shopping,63.27
2025-05-29,health & Medical,0.0
2025-05-29,Education,0.0
2025-05-30,food & Dining,303.06
2025-05-30,Travel & Transportation,110.81
2025-05-30,Bills & Utilities,550.43
2025-05-30,Entertainment,0.0
2025-05-30,shopping,0.0
2025-05-30,health & Medical,0.0
2025-05-30,Education,0.0
2025-05-31,food & Dining,446.78
2025-05-31,Travel & Transportation,67.8
2025-05-31,Bills & Utilities,457.12
2025-05-31,Entertainment,179.11
2025-05-31,shopping,242.52
2025-05-31,health & Medical,0.0
2025-05-31,Education,0.0
2025-06-01,food & Dining,256.53
2025-06-01,Travel & Transportation,58.07
2025-06-01,Bills & Utilities,620.26
2025-06-01,Entertainment,0.0
2025-06-01,shopping,0.0
2025-06-01,health & Medical,0.0
2025-06-01,Education,0.0
2025-06-02,food & Dining,270.01
2025-06-02,Travel & Transportation,53.24
2025-06-02,Bills & Utilities,581.94
2025-06-02,Entertainment,0.0
2025-06-02,shopping,0.0
2025-06-02,health & Medical,0.0
2025-06-02,Education,0.0
2025-06-03,food & Dining,274.83
2025-06-03,Travel & Transportation,87.63
2025-06-03,Bills & Utilities,426.13
2025-06-03,Entertainment,0.0
2025-06-03,shopping,361.81
2025-06-03,health & Medical,0.0
2025-06-03,Education,0.0
2025-06-04,food & Dining,354.61
2025-06-04,Travel & Transportation,83.56
2025-06-04,Bills & Utilities,366.41
2025-06-04,Entertainment,0.0
2025-06-04,shopping,0.0
2025-06-04,health & Medical,115.01
2025-06-04,Education,0.0
2025-06-05,food & Dining,245.34
2025-06-05,Travel & Transportation,55.89
2025-06-05,Bills & Utilities,373.72
2025-06-05,Entertainment,95.69
2025-06-05,shopping,0.0
2025-06-05,health & Medical,0.0
2025-06-05,Education,0.0
2025-06-06,food & Dining,239.16
2025-06-06,Travel & Transportation,140.9
2025-06-06,Bills & Utilities,439.48
2025-06-06,Entertainment,0.0
2025-06-06,shopping,0.0
2025-06-06,health & Medical,0.0
2025-06-06,Education,350.68
2025-06-07,food & Dining,328.11
2025-06-07,Travel & Transportation,93.74
2025-06-07,Bills & Utilities,468.73
2025-06-07,Entertainment,210.05
2025-06-07,shopping,0.0
2025-06-07,health & Medical,0.0
2025-06-07,Education,0.0
2025-06-08,food & Dining,286.38
2025-06-08,Travel & Transportation,137.01
2025-06-08,Bills & Utilities,419.49
2025-06-08,Entertainment,0.0
2025-06-08,shopping,0.0
2025-06-08,health & Medical,154.86
2025-06-08,Education,0.0
2025-06-09,food & Dining,277.44
2025-06-09,Travel & Transportation,132.53
2025-06-09,Bills & Utilities,521.03
2025-06-09,Entertainment,0.0
2025-06-09,shopping,0.0
2025-06-09,health & Medical,0.0
2025-06-09,Education,0.0
2025-06-10,food & Dining,312.81
2025-06-10,Travel & Transportation,135.8
2025-06-10,Bills & Utilities,422.83
2025-06-10,Entertainment,0.0
2025-06-10,shopping,272.95
2025-06-10,health & Medical,73.24
2025-06-10,Education,0.0
2025-06-11,food & Dining,284.73
2025-06-11,Travel & Transportation,68.38
2025-06-11,Bills & Utilities,542.78
2025-06-11,Entertainment,30.87
2025-06-11,shopping,0.0
2025-06-11,health & Medical,0.0
2025-06-11,Education,0.0
2025-06-12,food & Dining,330.69
2025-06-12,Travel & Transportation,111.26
2025-06-12,Bills & Utilities,516.76
2025-06-12,Entertainment,231.36
2025-06-12,shopping,0.0
2025-06-12,health & Medical,0.0
2025-06-12,Education,0.0
2025-06-13,food & Dining,285.37
2025-06-13,Travel & Transportation,94.29
2025-06-13,Bills & Utilities,350.26
2025-06-13,Entertainment,245.43
2025-06-13,shopping,0.0
2025-06-13,health & Medical,0.0
2025-06-13,Education,0.0
2025-06-14,food & Dining,245.19
2025-06-14,Travel & Transportation,97.96
2025-06-14,Bills & Utilities,543.16
2025-06-14,Entertainment,0.0
2025-06-14,shopping,235.7
2025-06-14,health & Medical,0.0
2025-06-14,Education,0.0
2025-06-15,food & Dining,326.94
2025-06-15,Travel & Transportation,72.74
2025-06-15,Bills & Utilities,668.45
2025-06-15,Entertainment,208.96
2025-06-15,shopping,0.0
2025-06-15,health & Medical,0.0
2025-06-15,Education,174.37
2025-06-16,food & Dining,233.46
2025-06-16,Travel & Transportation,34.66
2025-06-16,Bills & Utilities,430.06
2025-06-16,Entertainment,0.0
2025-06-16,shopping,0.0
2025-06-16,health & Medical,40.94
2025-06-16,Education,218.55
2025-06-17,food & Dining,309.84
2025-06-17,Travel & Transportation,43.22
2025-06-17,Bills & Utilities,531.15
2025-06-17,Entertainment,0.0
2025-06-17,shopping,168.21
2025-06-17,health & Medical,0.0
2025-06-17,Education,0.0
2025-06-18,food & Dining,289.74
2025-06-18,Travel & Transportation,133.56
2025-06-18,Bills & Utilities,447.35
2025-06-18,Entertainment,113.35
2025-06-18,shopping,0.0
2025-06-18,health & Medical,0.0
2025-06-18,Education,284.19
2025-06-19,food & Dining,297.34
2025-06-19,Travel & Transportation,82.89
2025-06-19,Bills & Utilities,382.09
2025-06-19,Entertainment,0.0
2025-06-19,shopping,104.77
2025-06-19,health & Medical,0.0
2025-06-19,Education,0.0
2025-06-20,food & Dining,261.44
2025-06-20,Travel & Transportation,46.78
2025-06-20,Bills & Utilities,431.4
2025-06-20,Entertainment,0.0
2025-06-20,shopping,0.0
2025-06-20,health & Medical,0.0
2025-06-20,Education,0.0
2025-06-21,food & Dining,317.98
2025-06-21,Travel & Transportation,110.25
2025-06-21,Bills & Utilities,494.0
2025-06-21,Entertainment,0.0
2025-06-21,shopping,0.0
2025-06-21,health & Medical,0.0
2025-06-21,Education,0.0
2025-06-22,food & Dining,316.0
2025-06-22,Travel & Transportation,57.79
2025-06-22,Bills & Utilities,455.82
2025-06-22,Entertainment,0.0
2025-06-22,shopping,307.04
2025-06-22,health & Medical,0.0
2025-06-22,Education,0.0
2025-06-23,food & Dining,256.95
2025-06-23,Travel & Transportation,98.9
2025-06-23,Bills & Utilities,565.96
2025-06-23,Entertainment,0.0
2025-06-23,shopping,0.0
2025-06-23,health & Medical,0.0
2025-06-23,Education,0.0
2025-06-24,food & Dining,375.77
2025-06-24,Travel & Transportation,111.45
2025-06-24,Bills & Utilities,462.66
2025-06-24,Entertainment,114.99
2025-06-24,shopping,0.0
2025-06-24,health & Medical,0.0
2025-06-24,Education,0.0
2025-06-25,food & Dining,193.46
2025-06-25,Travel & Transportation,102.48
2025-06-25,Bills & Utilities,503.68
2025-06-25,Entertainment,0.0
2025-06-25,shopping,259.61
2025-06-25,health & Medical,0.0
2025-06-25,Education,0.0
2025-06-26,food & Dining,281.06
2025-06-26,Travel & Transportation,162.48
2025-06-26,Bills & Utilities,543.09
2025-06-26,Entertainment,0.0
2025-06-26,shopping,0.0
2025-06-26,health & Medical,0.0
2025-06-26,Education,0.0
2025-06-27,food & Dining,330.94
2025-06-27,Travel & Transportation,104.96
2025-06-27,Bills & Utilities,361.8
2025-06-27,Entertainment,0.0
2025-06-27,shopping,0.0
2025-06-27,health & Medical,90.92
2025-06-27,Education,0.0
2025-06-28,food & Dining,331.88
2025-06-28,Travel & Transportation,107.76
2025-06-28,Bills & Utilities,619.55
2025-06-28,Entertainment,0.0
2025-06-28,shopping,235.33
2025-06-28,health & Medical,0.0
2025-06-28,Education,0.0
2025-06-29,food & Dining,187.27
2025-06-29,Travel & Transportation,77.62
2025-06-29,Bills & Utilities,433.85
2025-06-29,Entertainment,0.0
2025-06-29,shopping,0.0
2025-06-29,health & Medical,0.0
2025-06-29,Education,0.0
2025-06-30,food & Dining,364.6
2025-06-30,Travel & Transportation,77.52
2025-06-30,Bills & Utilities,631.55
2025-06-30,Entertainment,164.73
2025-06-30,shopping,0.0
2025-06-30,health & Medical,0.0
2025-06-30,Education,0.0
2025-07-01,food & Dining,305.93
2025-07-01,Travel & Transportation,63.03
2025-07-01,Bills & Utilities,595.25
2025-07-01,Entertainment,0.0
2025-07-01,shopping,333.59
2025-07-01,health & Medical,0.0
2025-07-01,Education,0.0
2025-07-02,food & Dining,275.4
2025-07-02,Travel & Transportation,139.84
2025-07-02,Bills & Utilities,402.72
2025-07-02,Entertainment,178.46
2025-07-02,shopping,0.0
2025-07-02,health & Medical,0.0
2025-07-02,Education,0.0
2025-07-03,food & Dining,298.2
2025-07-03,Travel & Transportation,99.12
2025-07-03,Bills & Utilities,577.51
2025-07-03,Entertainment,76.81
2025-07-03,shopping,0.0
2025-07-03,health & Medical,0.0
2025-07-03,Education,0.0
2025-07-04,food & Dining,313.66
2025-07-04,Travel & Transportation,70.05
2025-07-04,Bills & Utilities,499.72
2025-07-04,Entertainment,0.0
2025-07-04,shopping,0.0
2025-07-04,health & Medical,0.0
2025-07-04,Education,0.0
2025-07-05,food & Dining,259.86
2025-07-05,Travel & Transportation,157.01
2025-07-05,Bills & Utilities,602.31
2025-07-05,Entertainment,0.0
2025-07-05,shopping,231.29
2025-07-05,health & Medical,0.0
2025-07-05,Education,0.0
2025-07-06,food & Dining,359.31
2025-07-06,Travel & Transportation,146.21
2025-07-06,Bills & Utilities,444.68
2025-07-06,Entertainment,0.0
2025-07-06,shopping,0.0
2025-07-06,health & Medical,0.0
2025-07-06,Education,0.0
2025-07-07,food & Dining,315.99
2025-07-07,Travel & Transportation,112.28
2025-07-07,Bills & Utilities,472.33
2025-07-07,Entertainment,0.0
2025-07-07,shopping,0.0
2025-07-07,health & Medical,0.0
2025-07-07,Education,298.52
2025-07-08,food & Dining,236.45
2025-07-08,Travel & Transportation,88.64
2025-07-08,Bills & Utilities,589.87
2025-07-08,Entertainment,152.64
2025-07-08,shopping,0.0
2025-07-08,health & Medical,83.42
2025-07-08,Education,0.0
2025-07-09,food & Dining,247.59
2025-07-09,Travel & Transportation,84.67
2025-07-09,Bills & Utilities,244.65
2025-07-09,Entertainment,0.0
2025-07-09,shopping,173.92
2025-07-09,health & Medical,0.0
2025-07-09,Education,0.0
2025-07-10,food & Dining,385.8
2025-07-10,Travel & Transportation,97.07
2025-07-10,Bills & Utilities,532.78
2025-07-10,Entertainment,0.0
2025-07-10,shopping,0.0
2025-07-10,health & Medical,81.2
2025-07-10,Education,0.0
2025-07-11,food & Dining,341.31
2025-07-11,Travel & Transportation,162.54
2025-07-11,Bills & Utilities,399.21
2025-07-11,Entertainment,126.22
2025-07-11,shopping,218.53
2025-07-11,health & Medical,0.0
2025-07-11,Education,0.0
2025-07-12,food & Dining,338.03
2025-07-12,Travel & Transportation,47.71
2025-07-12,Bills & Utilities,439.24
2025-07-12,Entertainment,0.0
2025-07-12,shopping,0.0
2025-07-12,health & Medical,140.49
2025-07-12,Education,0.0
2025-07-13,food & Dining,285.22
2025-07-13,Travel & Transportation,130.31
2025-07-13,Bills & Utilities,495.56
2025-07-13,Entertainment,0.0
2025-07-13,shopping,0.0
2025-07-13,health & Medical,0.0
2025-07-13,Education,0.0
2025-07-14,food & Dining,334.7
2025-07-14,Travel & Transportation,121.5
2025-07-14,Bills & Utilities,326.97
2025-07-14,Entertainment,0.0
2025-07-14,shopping,0.0
2025-07-14,health & Medical,0.0
2025-07-14,Education,0.0
2025-07-15,food & Dining,276.66
2025-07-15,Travel & Transportation,110.79
2025-07-15,Bills & Utilities,450.14
2025-07-15,Entertainment,0.0
2025-07-15,shopping,0.0
2025-07-15,health & Medical,0.0
2025-07-15,Education,0.0
2025-07-16,food & Dining,236.59
2025-07-16,Travel & Transportation,94.95
2025-07-16,Bills & Utilities,506.84
2025-07-16,Entertainment,0.0
2025-07-16,shopping,294.34
2025-07-16,health & Medical,180.11
2025-07-16,Education,0.0
2025-07-17,food & Dining,281.17
2025-07-17,Travel & Transportation,96.85
2025-07-17,Bills & Utilities,561.28
2025-07-17,Entertainment,0.0
2025-07-17,shopping,0.0
2025-07-17,health & Medical,0.0
2025-07-17,Education,0.0
2025-07-18,food & Dining,261.33
2025-07-18,Travel & Transportation,156.96
2025-07-18,Bills & Utilities,508.7
2025-07-18,Entertainment,0.0
2025-07-18,shopping,210.29
2025-07-18,health & Medical,0.0
2025-07-18,Education,268.09
2025-07-19,food & Dining,315.99
2025-07-19,Travel & Transportation,113.51
2025-07-19,Bills & Utilities,473.82
2025-07-19,Entertainment,0.0
2025-07-19,shopping,0.0
2025-07-19,health & Medical,0.0
2025-07-19,Education,0.0
2025-07-20,food & Dining,277.6
2025-07-20,Travel & Transportation,63.56
2025-07-20,Bills & Utilities,279.17
2025-07-20,Entertainment,0.0
2025-07-20,shopping,0.0
2025-07-20,health & Medical,0.0
2025-07-20,Education,0.0
2025-07-21,food & Dining,335.8
2025-07-21,Travel & Transportation,117.38
2025-07-21,Bills & Utilities,641.2
2025-07-21,Entertainment,0.0
2025-07-21,shopping,207.91
2025-07-21,health & Medical,0.0
2025-07-21,Education,0.0
2025-07-22,food & Dining,280.81
2025-07-22,Travel & Transportation,106.07
2025-07-22,Bills & Utilities,498.21
2025-07-22,Entertainment,0.0
2025-07-22,shopping,18.44
2025-07-22,health & Medical,0.0
2025-07-22,Education,0.0
2025-07-23,food & Dining,274.38
2025-07-23,Travel & Transportation,84.44
2025-07-23,Bills & Utilities,585.32
2025-07-23,Entertainment,0.0
2025-07-23,shopping,0.0
2025-07-23,health & Medical,0.0
2025-07-23,Education,234.06
2025-07-24,food & Dining,310.25
2025-07-24,Travel & Transportation,51.3
2025-07-24,Bills & Utilities,688.84
2025-07-24,Entertainment,0.0
2025-07-24,shopping,154.02
2025-07-24,health & Medical,0.0
2025-07-24,Education,0.0
2025-07-25,food & Dining,318.21
2025-07-25,Travel & Transportation,100.88
2025-07-25,Bills & Utilities,569.8
2025-07-25,Entertainment,0.0
2025-07-25,shopping,0.0
2025-07-25,health & Medical,118.29
2025-07-25,Education,0.0
2025-07-26,food & Dining,294.65
2025-07-26,Travel & Transportation,158.27
2025-07-26,Bills & Utilities,325.28
2025-07-26,Entertainment,0.0
2025-07-26,shopping,348.08
2025-07-26,health & Medical,0.0
2025-07-26,Education,0.0
2025-07-27,food & Dining,270.31
2025-07-27,Travel & Transportation,115.3
2025-07-27,Bills & Utilities,435.06
2025-07-27,Entertainment,170.67
2025-07-27,shopping,0.0
2025-07-27,health & Medical,0.0
2025-07-27,Education,0.0
2025-07-28,food & Dining,435.15
2025-07-28,Travel & Transportation,93.08
2025-07-28,Bills & Utilities,610.32
2025-07-28,Entertainment,0.0
2025-07-28,shopping,0.0
2025-07-28,health & Medical,0.0
2025-07-28,Education,0.0
2025-07-29,food & Dining,214.72
2025-07-29,Travel & Transportation,62.51
2025-07-29,Bills & Utilities,473.48
2025-07-29,Entertainment,0.0
2025-07-29,shopping,0.0
2025-07-29,health & Medical,0.0
2025-07-29,Education,0.0
2025-07-30,food & Dining,308.03
2025-07-30,Travel & Transportation,140.86
2025-07-30,Bills & Utilities,476.36
2025-07-30,Entertainment,0.0
2025-07-30,shopping,0.0
2025-07-30,health & Medical,0.0
2025-07-30,Education,0.0
2025-07-31,food & Dining,388.54
2025-07-31,Travel & Transportation,63.17
2025-07-31,Bills & Utilities,440.87
2025-07-31,Entertainment,0.0
2025-07-31,shopping,0.0
2025-07-31,health & Medical,0.0
2025-07-31,Education,0.0
2025-08-01,food & Dining,253.93
2025-08-01,Travel & Transportation,83.04
2025-08-01,Bills & Utilities,524.31
2025-08-01,Entertainment,0.0
2025-08-01,shopping,0.0
2025-08-01,health & Medical,0.0
2025-08-01,Education,0.0
2025-08-02,food & Dining,286.93
2025-08-02,Travel & Transportation,137.3
2025-08-02,Bills & Utilities,622.8
2025-08-02,Entertainment,0.0
2025-08-02,shopping,0.0
2025-08-02,health & Medical,0.0
2025-08-02,Education,0.0
2025-08-03,food & Dining,268.22
2025-08-03,Travel & Transportation,106.25
2025-08-03,Bills & Utilities,536.04
2025-08-03,Entertainment,0.0
2025-08-03,shopping,0.0
2025-08-03,health & Medical,0.0
2025-08-03,Education,0.0
2025-08-04,food & Dining,249.22
2025-08-04,Travel & Transportation,120.17
2025-08-04,Bills & Utilities,349.95
2025-08-04,Entertainment,0.0
2025-08-04,shopping,0.0
2025-08-04,health & Medical,9.36
2025-08-04,Education,0.0
2025-08-05,food & Dining,230.05
2025-08-05,Travel & Transportation,54.39
2025-08-05,Bills & Utilities,545.1
